sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:route,ADD_INFO:dose,ADD_INFO:drug,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
,enbrel,-1,,subcutaneous,50,etanercept,1.00,APPROVED,UNREVIEWED,,0,40038980,etanercept Injectable Solution [Enbrel],Drug,MAPS_TO,,,0,
,,-1,,,100,azathioprine,0.00,APPROVED,UNREVIEWED,,0,19014878,azathioprine,Drug,MAPS_TO,,,0,
,enbrel,-1,,subcutaneous,59,etanercept,1.00,APPROVED,UNREVIEWED,,0,40038980,etanercept Injectable Solution [Enbrel],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,,-1,,,150,azathioprine,0.00,APPROVED,UNREVIEWED,,0,19014878,azathioprine,Drug,MAPS_TO,,,0,
,enbrel,-1,,subcutaneous,62.5,etanercept,1.00,APPROVED,UNREVIEWED,,0,40038980,etanercept Injectable Solution [Enbrel],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,1,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,,-1,,,2000,azathioprine,0.00,APPROVED,UNREVIEWED,,0,19014878,azathioprine,Drug,MAPS_TO,,,0,
,enbrel,-1,,subcutaneous,75,etanercept,1.00,APPROVED,UNREVIEWED,,0,40038980,etanercept Injectable Solution [Enbrel],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,3,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,enbrel,-1,,subcutaneous,80,etanercept,1.00,APPROVED,UNREVIEWED,,0,40038980,etanercept Injectable Solution [Enbrel],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,5,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,enbrel,-1,,subcutaneous,100,etanercept,1.00,APPROVED,UNREVIEWED,,0,40038980,etanercept Injectable Solution [Enbrel],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,7,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,erelzi,-1,,subcutaneous,25,etanercept,0.78,UNCHECKED,UNREVIEWED,,0,40754645,Etanercept Injectable Solution [Erelzi],Drug,MAPS_TO,,CT,1648222116880,
,humira,-1,,subcutaneous,10,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,erelzi,-1,,subcutaneous,50,etanercept,0.78,UNCHECKED,UNREVIEWED,,0,40754645,Etanercept Injectable Solution [Erelzi],Drug,MAPS_TO,,CT,1648222116880,
,humira,-1,,subcutaneous,13,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,intramuscular,50,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,16,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,1,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,20,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,5,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,25,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,40,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,30,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,50,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,40,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,59,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,50,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,60,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,60,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,80,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,humira,-1,,subcutaneous,70,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,simponi,-1,,subcutaneous,90,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,kineret,-1,,,100,anakinra,0.67,UNCHECKED,UNREVIEWED,,0,44096529,anakinra Injectable Solution [Kineret],Drug,MAPS_TO,,CT,1648213985263,
,simponi,-1,,subcutaneous,100,golimumab,0.59,APPROVED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,,0,
,kineret,-1,,oral,30,anakinra,0.67,UNCHECKED,UNREVIEWED,,0,44096529,anakinra Injectable Solution [Kineret],Drug,MAPS_TO,,CT,1648213985263,
,otezla,-1,,oral,5,apremilast,0.87,UNCHECKED,UNREVIEWED,,0,44815759,apremilast Oral Tablet [Otezla],Drug,MAPS_TO,,CT,1648220296979,
,remicade,-1,,intravenous_infusion,800,infliximab,0.00,UNCHECKED,UNREVIEWED,,0,36783416,infliximab Intravenous Solution [Remicade],Drug,MAPS_TO,,CT,1648213247501,
,truxima,-1,,intravenous_infusion,1000,rituximab,0.00,UNCHECKED,UNREVIEWED,,0,36787163,rituximab Intravenous Solution [TRUXIMA],Drug,MAPS_TO,,CT,1648223559768,
,rixathon,-1,,intravenous_infusion,500,rituximab,0.00,UNCHECKED,UNREVIEWED,,0,40743660,rituximab Injectable Solution [Rixathon],Drug,MAPS_TO,,CT,1648212429610,
,rinvoq,-1,,oral,15,upadacitinib,0.00,UNCHECKED,UNREVIEWED,,0,1361601,upadacitinib Extended Release Oral Tablet [Rinvoq],Drug,MAPS_TO,,CT,1648220632649,
,remsima,-1,,intravenous_infusion,480,infliximab,0.00,UNCHECKED,UNREVIEWED,,0,36783415,infliximab Intravenous Solution [Remsima],Drug,MAPS_TO,,CT,1648213286789,
,truxima,-1,,intravenous_infusion,500,rituximab,0.00,UNCHECKED,UNREVIEWED,,0,36787163,rituximab Intravenous Solution [TRUXIMA],Drug,MAPS_TO,,CT,1648223559768,
,hyrimoz,-1,,subcutaneous,40,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,36814531,adalimumab Injectable Solution [Hyrimoz],Drug,MAPS_TO,,CT,1648219327098,
,amgevita,-1,,subcutaneous,40,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,36811142,adalimumab Injectable Solution [Amgevita],Drug,MAPS_TO,,CT,1648213960692,
,hulio,-1,,subcutaneous,40,adalimumab,1.00,UNCHECKED,UNREVIEWED,,0,36810292,adalimumab Injectable Solution [Hulio],Drug,MAPS_TO,,CT,1648213948478,
,orencia,-1,,intravenous_infusion,125,,0.00,UNCHECKED,UNREVIEWED,,0,36782143,abatacept Intravenous Solution [Orencia],Drug,MAPS_TO,,CT,1648221548212,
,abrilada,-1,,subcutaneous,40,,0.00,UNCHECKED,UNREVIEWED,,0,2933193,adalimumab Injectable Solution [Abrilada],Drug,MAPS_TO,,CT,1648217781693,
,adalimumab,-1,,subcutaneous,40,,0.00,UNCHECKED,UNREVIEWED,,0,36879869,adalimumab Injectable Solution,Drug,MAPS_TO,,CT,1648217357941,
,humira,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,42933559,adalimumab Injectable Solution [Humira],Drug,MAPS_TO,,CT,1648219276485,
,hyrimoz,-1,,subcutaneous,50,,0.00,UNCHECKED,UNREVIEWED,,0,36814531,adalimumab Injectable Solution [Hyrimoz],Drug,MAPS_TO,,CT,1648219327098,
,imraldi,-1,,subcutaneous,40,,0.00,UNCHECKED,UNREVIEWED,,0,36811166,adalimumab Injectable Solution [Imraldi],Drug,MAPS_TO,,CT,1648219412470,
,kineret,-1,,subcutaneous,100,,0.00,UNCHECKED,UNREVIEWED,,0,44096529,anakinra Injectable Solution [Kineret],Drug,MAPS_TO,,CT,1648214360079,
,otezla,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,44815759,apremilast Oral Tablet [Otezla],Drug,MAPS_TO,,CT,1648220296979,
,azathioprine,-1,,oral,100,,0.00,UNCHECKED,UNREVIEWED,,0,19014878,azathioprine,Drug,MAPS_TO,,CT,1648218633323,
,olumiant,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,1510635,baricitinib Oral Tablet [Olumiant],Drug,MAPS_TO,,CT,1648220219000,
,cimzia,-1,,subcutaneous,,,0.00,UNCHECKED,UNREVIEWED,,0,40749957,certolizumab pegol Injectable Solution [Cimzia],Drug,MAPS_TO,,CT,1648214216756,
,cyclophosphamide,-1,,oral,200,,0.00,UNCHECKED,UNREVIEWED,,0,1310317,cyclophosphamide,Drug,MAPS_TO,,CT,1648219024135,
,endoxan,-1,,intravenous,800,,0.00,UNCHECKED,UNREVIEWED,,0,43747680,Cyclophosphamide Injectable Solution [Endoxan],Drug,MAPS_TO,,CT,1648219116584,
,cyclosporine,-1,,oral,100,,0.00,UNCHECKED,UNREVIEWED,,0,19010482,cyclosporine,Drug,MAPS_TO,,CT,1648219051492,
,enbrel,-1,,subcutaneous,47.5,,0.00,UNCHECKED,UNREVIEWED,,0,40038980,etanercept Injectable Solution [Enbrel],Drug,MAPS_TO,,CT,1648204425032,
,etanercept,-1,,subcutaneous,50,,0.00,UNCHECKED,UNREVIEWED,,0,40038979,etanercept Injectable Solution,Drug,MAPS_TO,,CT,1648219213390,
,simponi,-1,,subcutaneous,,,0.00,UNCHECKED,UNREVIEWED,,0,42925846,golimumab Injectable Solution [Simponi],Drug,MAPS_TO,,CT,1648212591208,
,tremfya,-1,,subcutaneous,100,,0.00,UNCHECKED,UNREVIEWED,,0,40744749,guselkumab Injectable Solution [Tremfya],Drug,MAPS_TO,,CT,1648215100795,
,hydroxychloroquine,-1,,oral,200,,0.00,UNCHECKED,UNREVIEWED,,0,1777087,hydroxychloroquine,Drug,MAPS_TO,,CT,1648219299216,
,plaquenil,-1,,oral,200,,0.00,UNCHECKED,UNREVIEWED,,0,40051596,hydroxychloroquine Oral Tablet [Plaquenil],Drug,MAPS_TO,,CT,1648220365500,
,inflectra,-1,,intravenous,300,,0.00,UNCHECKED,UNREVIEWED,,0,36783414,infliximab Intravenous Solution [Inflectra],Drug,MAPS_TO,,CT,1648219522225,
,remicade,-1,,intravenous,300,,0.00,UNCHECKED,UNREVIEWED,,0,36783416,infliximab Intravenous Solution [Remicade],Drug,MAPS_TO,,CT,1648220557156,
,remsima,-1,,intravenous,400,,0.00,UNCHECKED,UNREVIEWED,,0,36783415,infliximab Intravenous Solution [Remsima],Drug,MAPS_TO,,CT,1648220598817,
,taltz,-1,,subcutaneous,,,0.00,UNCHECKED,UNREVIEWED,,0,44082763,ixekizumab Injectable Solution [Taltz],Drug,MAPS_TO,,CT,1648215051760,
,arava,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,40058562,leflunomide Oral Tablet [Arava],Drug,MAPS_TO,,CT,1648217564025,
,leflunomide,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
,methotrexate,-1,,,10,,0.00,UNCHECKED,UNREVIEWED,,0,1305058,methotrexate,Drug,MAPS_TO,,CT,1648219907645,
,methylprednisolone,-1,,intravenous_infusion,1000,,0.00,UNCHECKED,UNREVIEWED,,0,1506270,methylprednisolone,Drug,MAPS_TO,,CT,1648219922575,
,solu_medrol,-1,,intravenous_infusion,1,,0.00,UNCHECKED,UNREVIEWED,,0,40060704,methylprednisolone Injectable Solution [Solu-Medrol],Drug,MAPS_TO,,CT,1648220756142,
,prednisolone,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,1550557,prednisolone,Drug,MAPS_TO,,CT,1648220384255,
,prednisone,-1,,,10,,0.00,UNCHECKED,UNREVIEWED,,0,1551099,prednisone,Drug,MAPS_TO,,CT,1648220455932,
,prednison_steroid_mr,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,40831536,Prednisone Oral Tablet [Lodotra],Drug,MAPS_TO,,CT,1648220424293,
,mabthera,-1,,intravenous_infusion,2,,0.00,UNCHECKED,UNREVIEWED,,0,36787164,rituximab Intravenous Solution [MabThera],Drug,MAPS_TO,,CT,1648211220297,
,rituximab,-1,,intravenous_infusion,1000,,0.00,UNCHECKED,UNREVIEWED,,0,44120317,rituximab Injectable Solution,Drug,MAPS_TO,,CT,1648214541282,
,rixathon,-1,,intravenous_infusion,1,,0.00,UNCHECKED,UNREVIEWED,,0,40743660,rituximab Injectable Solution [Rixathon],Drug,MAPS_TO,,CT,1648212429610,
,kevzara,-1,,subcutaneous,150,,0.00,UNCHECKED,UNREVIEWED,,0,40744732,sarilumab Injectable Solution [Kevzara],Drug,MAPS_TO,,CT,1648219732651,
,cosentyx,-1,,subcutaneous,,,0.00,UNCHECKED,UNREVIEWED,,0,44026126,secukinumab Injectable Solution [Cosentyx],Drug,MAPS_TO,,CT,1648218999368,
,salazopyrin,-1,,oral,1,,0.00,UNCHECKED,UNREVIEWED,,0,964339,sulfasalazine,Drug,MAPS_TO,,CT,1648223888943,
,sulfasalazine,-1,,oral,1000,,0.00,UNCHECKED,UNREVIEWED,,0,964339,sulfasalazine,Drug,MAPS_TO,,CT,1648221147060,
,actemra,-1,,intravenous_infusion,162,,0.00,UNCHECKED,UNREVIEWED,,0,36789426,tocilizumab Intravenous Solution,Drug,MAPS_TO,,CT,1648224398055,
,tocilizumab,-1,,intravenous_infusion,400,,0.00,UNCHECKED,UNREVIEWED,,0,36789426,tocilizumab Intravenous Solution,Drug,MAPS_TO,,CT,1648221316048,
,xeljanz,-1,,buccal,5,,0.00,UNCHECKED,UNREVIEWED,,0,42901327,tofacitinib Oral Tablet [Xeljanz],Drug,MAPS_TO,,CT,1648221406546,
,rinvoq,-1,,oral,4,,0.00,UNCHECKED,UNREVIEWED,,0,1361601,upadacitinib Extended Release Oral Tablet [Rinvoq],Drug,MAPS_TO,,CT,1648220632649,
,stelara,-1,,subcutaneous,50,,0.00,UNCHECKED,UNREVIEWED,,0,42925111,ustekinumab 90 MG/ML Injectable Solution [Stelara],Drug,MAPS_TO,,CT,1648202086757,
,acémétacine retard,-1,,oral,90,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,acidum folicum,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,acidum folicum streuli,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,aclasta,-1,,intravenous,5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,advagraf,-1,,oral,3,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,alendronat,-1,,oral,70,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,amlodipin,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,arcoxia,-1,,oral,,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,aspirin cardio,-1,,oral,100,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,azarek,-1,,oral,250,,0.00,UNCHECKED,UNREVIEWED,,0,40895588,Azathioprine Oral Tablet [Azarek],Drug,MAPS_TO,,CT,1648218598210,
,bactrim,-1,,oral,850,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,bactrim forte,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,benlysta,-1,,subcutaneous,200,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,blinded project medication,-1,,intramuscular,1000,,0.00,UNCHECKED,UNREVIEWED,,0,2616396,Unclassified drugs or biologicals,Drug,MAPS_TO,,CT,1648224653446,
,brufen,-1,,oral,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,calcimagon,-1,,oral,1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,calcimagon d3,-1,,oral,500,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,calcimagon d3 forte,-1,,oral,1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,celebrex,-1,,oral,200,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,celecoxib,-1,,oral,200,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,celecoxib-mepha,-1,,oral,400,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,co-candesartan,-1,,oral,32,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,colchizin,-1,,oral,0.5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,colecalciferol,-1,,oral,800,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,condrosulf,-1,,oral,800,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,cortison,-1,,oral,7.5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,cosen,-1,,subcutaneous,150,,0.00,UNCHECKED,UNREVIEWED,,0,44026126,secukinumab Injectable Solution [Cosentyx],Drug,MAPS_TO,,CT,1648218999368,
,dafalgan,-1,,oral,1000,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,diclofenac,-1,,oral,75,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,ecofenac,-1,,oral,75,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,endoxan,-1,,intravenous,12.5,,0.00,UNCHECKED,UNREVIEWED,,0,43747680,Cyclophosphamide Injectable Solution [Endoxan],Drug,MAPS_TO,,CT,1648219116584,
,enstilar-schaum,-1,,,,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,escitalopram,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,etanercept,-1,,,25,,0.00,UNCHECKED,UNREVIEWED,,0,40038979,etanercept Injectable Solution,Drug,MAPS_TO,,CT,1648219213390,
,folsäure,-1,,oral,10,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,folsäure 5mg,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,folvite,-1,,oral,3,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,fosamax,-1,,oral,70,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,gold und chloroqin,-1,,subcutaneous,1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,ibuprofen,-1,,oral,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,ilumetri,-1,,subcutaneous,100,,0.00,UNCHECKED,UNREVIEWED,,0,36813863,tildrakizumab Injectable Solution [Ilumetri],Drug,MAPS_TO,,CT,1648219369817,
,imurek,-1,,oral,50,,0.00,UNCHECKED,UNREVIEWED,,0,43656275,Azathioprine Oral Tablet [Imurek],Drug,MAPS_TO,,CT,1648219460596,
,irfen,-1,,oral,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,irfen 600mg,-1,,oral,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,irfen retard 800mg,-1,,oral,800,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,jakavi,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,kalcipos d3,-1,,oral,1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,kenacort a 40,-1,,intravenous,20,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,leflunomid,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,1101898,leflunomide,Drug,MAPS_TO,,CT,1648219796564,
,lixiana,-1,,oral,60,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,lodine,-1,,,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,lodine 600 mg,-1,,oral,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,lodotra,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,40831536,Prednisone Oral Tablet [Lodotra],Drug,MAPS_TO,,CT,1648223508854,
,lyrica,-1,,oral,100,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,magnesium diasporal,-1,,oral,300,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,mefenacid,-1,,oral,1000,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,methylprednison,-1,,intravenous,500,,0.00,UNCHECKED,UNREVIEWED,,0,1506270,methylprednisolone,Drug,MAPS_TO,,CT,1648219922575,
,movymia,-1,,subcutaneous,1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,mycophenolat mofetil (cellcept®),-1,,oral,500,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,naproxen,-1,,oral,500,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,nexium,-1,,oral,40,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,nordimet,-1,,subcutaneous,20,,0.00,UNCHECKED,UNREVIEWED,,0,40741802,Methotrexate Injectable Solution [NORDIMET],Drug,MAPS_TO,,CT,1648220084324,
,nucala,-1,,subcutaneous,100,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,ocrevus,-1,,intravenous_infusion,300,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,olfen,-1,,oral,,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,olfen tabl.,-1,,oral,100,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,other,-1,,intravenous_infusion,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,other medication,-1,,oral,0.5,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,pantozol,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,piroxican,-1,,oral,20,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,pregabalin,-1,,oral,75,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,privigen,-1,,intravenous_infusion,20,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,rifampicin,-1,,oral,600,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,sarilumab / placebo,-1,,subcutaneous,1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,sarilumab/ placebo,-1,,subcutaneous,200,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,sarilumab vs. placebo,-1,,subcutaneous,200,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,skyrizi,-1,,subcutaneous,150,,0.00,UNCHECKED,UNREVIEWED,,0,42656268,risankizumab Injectable Solution [Skyrizi],Drug,MAPS_TO,,CT,1648220704465,
,solumedrol,-1,,intravenous,,,0.00,UNCHECKED,UNREVIEWED,,0,40060704,methylprednisolone Injectable Solution [Solu-Medrol],Drug,MAPS_TO,,CT,1648220756142,
,spiricort,-1,,oral,5,,0.00,UNCHECKED,UNREVIEWED,,0,43708480,prednisolone Oral Tablet [Prednisolon Al],Drug,MAPS_TO,,CT,1648220978753,
,tauredon,-1,,intramuscular,20,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,tebokan,-1,,oral,120,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,teriparatid- mepha,-1,,subcutaneous,20,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,tildrakizumab (ilumetri),-1,,subcutaneous,100,,0.00,UNCHECKED,UNREVIEWED,,0,36813863,tildrakizumab Injectable Solution [Ilumetri],Drug,MAPS_TO,,CT,1648215074684,
,upacitinib vs plazebo unter prednisonreduktion,-1,,subcutaneous,15,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
,upacitinib vs prednison/ placebo (ausschleichend),-1,,oral,1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
